gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Rural,High School,6.82,0,7,3837.0,1,A,Platinum,63672
Male,Rural,Bachelor,7.45,1,7,0.0,More than 1,B,Platinum,137796
Female,Urban,High School,5.99,0,7,6386.0,1,A,Silver,36960
Female,,High School,5.06,1,8,0.0,More than 1,A,Platinum,200964
Male,Rural,Bachelor,5.94,1,1,5702.0,More than 1,A,Platinum,51720
Male,Rural,Bachelor,6.02,1,7,4045.0,More than 1,B,Platinum,70728
Female,Urban,Others,8.03,1,5,0.0,1,A,Platinum,30492
Male,Urban,Bachelor,9.96,1,3,2502.0,More than 1,C,Platinum,64236
Male,Urban,High School,4.55,0,7,5903.0,More than 1,A,Platinum,107580
Male,Urban,Bachelor,6.68,1,7,3256.0,More than 1,A,Gold,99312
Male,Rural,Bachelor,4.91,0,0,0.0,More than 1,B,Silver,56760
Female,,Bachelor,4.63,0,4,2568.0,More than 1,B,Platinum,108204
Female,Urban,High School,3.85,0,7,4085.0,More than 1,A,Platinum,344040
Male,Urban,High School,9.01,1,4,4206.0,1,A,Platinum,65472
Female,Urban,Bachelor,5.47,1,5,0.0,More than 1,B,Gold,104304
Female,Urban,Bachelor,8.35,1,5,6149.0,More than 1,,Silver,88932
Male,Rural,High School,9.81,1,6,0.0,1,B,Gold,36948
Male,Urban,High School,6.54,1,6,0.0,1,A,Platinum,33384
Male,Rural,High School,7.74,1,0,2285.0,1,A,Gold,49620
Female,Urban,Bachelor,6.55,0,4,3831.0,More than 1,A,Platinum,105300
Male,Rural,Bachelor,94.44,1,4,0.0,More than 1,B,Silver,106728
Female,Urban,High School,7.2,0,2,4107.0,More than 1,,Platinum,198504
Female,Rural,High School,5.69,1,2,7034.0,More than 1,A,Silver,69084
Male,Rural,High School,8.56,0,1,0.0,1,B,Platinum,35136
Male,Urban,Bachelor,0.25,1,3,3693.0,More than 1,A,Platinum,59220
Male,Urban,Bachelor,2.28,1,5,4222.0,1,A,Silver,53892
Female,Rural,High School,8.8,1,7,5359.0,More than 1,C,Gold,66408
Male,Urban,Bachelor,8.0,0,7,,More than 1,A,Platinum,58092
Male,Urban,High School,9.16,1,8,4033.0,1,C,Platinum,53496
Male,,Bachelor,29.29,0,2,3974.0,More than 1,C,Silver,62544
Male,Urban,High School,5.65,0,7,,More than 1,B,Gold,102996
Male,Urban,Bachelor,5.97,1,7,6206.0,1,A,Gold,53700
Male,Urban,Others,8.08,1,1,0.0,More than 1,,Platinum,115308
Female,Rural,High School,8.02,0,8,,More than 1,A,Silver,70212
Male,Urban,High School,8.1,1,3,3800.0,More than 1,A,Silver,188940
Male,Urban,High School,7.45,1,6,5821.0,1,A,Gold,33288
Female,Urban,High School,7.53,0,5,3653.0,More than 1,A,Gold,58764
Female,Urban,High School,9.39,0,6,3737.0,More than 1,A,Platinum,56856
Male,Rural,Others,48.46,1,1,0.0,More than 1,B,Platinum,67788
Male,Urban,Bachelor,4.3,0,1,,More than 1,B,Platinum,100560
Male,Urban,High School,7.66,1,5,5272.0,1,A,Gold,29628
Female,Urban,Bachelor,48.8,0,6,4304.0,More than 1,A,Platinum,309684
Female,Urban,High School,,0,2,9619.0,More than 1,A,Silver,176268
Male,Rural,High School,6.18,1,2,2780.0,1,B,Platinum,31392
Female,Urban,High School,9.12,0,7,5408.0,More than 1,B,Platinum,96720
Male,,Bachelor,6.66,1,3,6255.0,1,C,Gold,50124
Female,Rural,High School,7.25,1,7,3263.0,More than 1,B,Platinum,70776
Male,Rural,Bachelor,6.29,0,7,0.0,More than 1,B,Gold,31920
Female,Rural,High School,2.85,1,3,0.0,1,A,Platinum,36360
Male,Rural,Bachelor,9.91,0,2,0.0,1,A,Platinum,31764
Male,Urban,High School,2.38,0,3,14585.0,More than 1,A,Gold,157560
Female,,Bachelor,7.5,0,8,0.0,1,C,Silver,43128
Female,Urban,High School,8.35,0,0,10561.0,More than 1,A,Silver,101760
Male,Rural,Bachelor,17.43,0,2,,More than 1,A,Platinum,62664
Male,Urban,High School,,1,3,7061.0,More than 1,A,Platinum,104484
Female,,High School,57.93,1,5,0.0,1,B,Platinum,71292
Male,Urban,Bachelor,7.14,1,1,4097.0,More than 1,A,Platinum,111420
Male,Urban,Bachelor,8.37,1,5,5432.0,1,,Platinum,63228
Male,Rural,Others,4.15,1,8,0.0,More than 1,A,Gold,303732
Male,Urban,High School,50.54,1,1,3701.0,1,,Platinum,36420
Female,Urban,High School,7.54,1,1,8432.0,More than 1,A,Platinum,104436
Male,Urban,High School,8.67,1,1,6524.0,1,A,Gold,32088
Male,,High School,9.87,0,5,3509.0,More than 1,,Silver,144408
Female,Urban,Bachelor,4.07,0,3,9065.0,More than 1,A,Platinum,102696
Male,Urban,High School,5.58,1,1,2965.0,1,A,Gold,71856
Male,Urban,High School,3.98,1,5,6140.0,More than 1,,Platinum,221976
Female,Urban,High School,56.99,1,4,5554.0,More than 1,A,Gold,99468
Male,Rural,Bachelor,4.8,1,6,7376.0,More than 1,B,Platinum,62472
Female,Urban,Bachelor,9.67,1,2,2251.0,1,A,Platinum,63444
Female,Urban,High School,5.4,0,2,8939.0,More than 1,C,Silver,68772
Female,Urban,Bachelor,4.32,0,1,3863.0,1,A,Gold,59700
Female,Urban,Bachelor,9.84,1,8,3276.0,More than 1,A,Gold,73548
Female,Urban,High School,5.85,1,6,9174.0,1,A,Platinum,38868
Female,Urban,High School,6.62,0,6,,More than 1,A,Gold,59688
Female,Rural,High School,2.32,0,8,6121.0,More than 1,C,Silver,66348
Male,,High School,6.61,0,3,0.0,1,A,Platinum,30156
Male,,Bachelor,,1,8,3686.0,More than 1,A,Platinum,66696
Male,Rural,High School,74.37,1,7,2507.0,More than 1,B,Gold,64836
Male,Urban,High School,4.39,1,7,6499.0,1,B,Platinum,40392
Male,Urban,High School,8.64,1,2,0.0,More than 1,A,Gold,259632
Male,Urban,High School,4.91,0,7,5393.0,More than 1,C,Silver,178932
Male,Urban,Bachelor,2.15,0,7,10925.0,1,B,Gold,46872
Male,Rural,High School,6.82,1,7,3320.0,More than 1,B,Silver,105696
Female,Urban,Bachelor,2.52,0,2,,1,C,Gold,131820
Male,Urban,High School,6.2,0,7,3971.0,More than 1,C,Silver,101592
Male,Rural,High School,2.53,0,2,9397.0,More than 1,B,Platinum,59784
Female,Urban,High School,8.5,0,5,2199.0,More than 1,A,Gold,86124
Female,Rural,High School,6.39,1,5,0.0,1,A,Platinum,63384
Male,Rural,Bachelor,53.17,1,1,6528.0,More than 1,B,Platinum,118572
Male,Rural,Bachelor,6.62,1,1,5766.0,1,A,Platinum,32556
Male,Urban,Bachelor,,1,6,12192.0,More than 1,A,Platinum,50076
Female,,Bachelor,9.0,0,1,4333.0,More than 1,A,Platinum,70020
Female,Urban,Bachelor,4.69,0,6,5441.0,More than 1,B,Silver,64656
Male,Urban,Bachelor,5.63,1,2,3986.0,1,,Platinum,59136
Male,Rural,Bachelor,5.21,1,2,0.0,1,A,Silver,37920
Female,Rural,High School,,0,2,0.0,1,,Platinum,49704
Male,Rural,Bachelor,6.53,1,3,0.0,More than 1,B,Silver,57912
Female,Urban,Bachelor,5.09,0,5,11941.0,More than 1,A,Platinum,66516
Female,Urban,High School,2.82,1,8,,More than 1,B,Platinum,67668
Male,Urban,High School,2.3,1,6,6037.0,More than 1,A,Platinum,67668
Female,Rural,High School,5.8,0,6,0.0,1,A,Platinum,34656
Female,Urban,High School,2.65,0,3,4066.0,More than 1,A,Silver,69000
Male,Urban,High School,9.62,1,2,,1,A,Silver,48072
Female,Urban,Others,3.0,0,6,2349.0,More than 1,B,Silver,72840
Male,Urban,High School,5.99,1,1,7231.0,More than 1,A,Silver,113508
Female,Urban,Bachelor,3.94,0,7,3624.0,More than 1,B,Platinum,88344
Male,Urban,High School,66.45,0,6,8954.0,More than 1,A,Platinum,58032
Female,Urban,High School,2.94,1,3,3716.0,More than 1,B,Silver,177564
Female,Urban,Bachelor,7.35,1,2,5645.0,1,B,Silver,102180
Male,Rural,High School,6.18,1,1,2617.0,1,B,Gold,65712
Male,Rural,Bachelor,6.3,0,6,3896.0,More than 1,B,Platinum,68964
Male,Rural,Bachelor,,1,6,2877.0,More than 1,A,Platinum,65652
Male,Urban,High School,4.76,0,8,9168.0,More than 1,B,Platinum,70932
Female,,Others,9.88,1,7,2815.0,1,A,Platinum,70020
Male,Rural,Bachelor,2.33,1,6,0.0,More than 1,C,Platinum,66060
Female,Urban,Bachelor,1.4,0,3,4390.0,More than 1,A,Platinum,352704
Male,Urban,High School,25.23,1,5,5764.0,More than 1,A,Platinum,51036
Male,Urban,High School,2.51,1,2,2490.0,1,B,Silver,57696
Male,Urban,Bachelor,2.58,0,1,8121.0,More than 1,A,Platinum,70260
Male,Urban,High School,8.96,0,2,14052.0,More than 1,A,Silver,282132
Female,Rural,Others,7.35,1,6,0.0,More than 1,A,Gold,61416
Male,Urban,Bachelor,7.91,1,8,2180.0,More than 1,,Silver,102012
Male,Urban,High School,5.57,0,2,3858.0,More than 1,A,Platinum,69780
Female,Rural,Bachelor,7.9,0,7,0.0,More than 1,C,Platinum,65772
Female,,High School,,1,8,0.0,More than 1,C,Gold,62472
Male,Rural,Bachelor,5.44,0,1,0.0,1,,Platinum,33588
Male,,High School,,1,6,,1,A,Silver,58332
Female,Urban,High School,7.14,0,4,10508.0,1,A,Platinum,65604
Female,Urban,Bachelor,4.93,0,6,9579.0,More than 1,B,Platinum,68832
Male,Urban,Bachelor,5.83,1,6,6187.0,More than 1,A,Platinum,421980
Female,Urban,Bachelor,5.98,0,6,6222.0,More than 1,A,Platinum,64536
Male,Rural,High School,53.03,0,8,0.0,More than 1,B,Platinum,55992
Male,Urban,High School,8.36,0,7,,More than 1,A,Silver,62736
Male,Urban,High School,8.72,1,6,3912.0,1,A,Platinum,55848
Male,Rural,High School,39.96,1,6,3163.0,1,A,Platinum,34596
Male,Urban,High School,10.88,1,4,3652.0,1,A,Platinum,34392
Female,Urban,High School,1.74,1,2,9684.0,More than 1,A,Platinum,116088
Male,Urban,Bachelor,6.9,1,3,4140.0,More than 1,B,Platinum,163908
Female,Urban,High School,7.1,1,5,0.0,More than 1,B,Platinum,69048
Female,Urban,High School,59.8,1,4,4431.0,1,A,Silver,61356
Male,Urban,High School,8.78,1,0,5744.0,1,A,Platinum,59688
Female,Urban,Bachelor,20.62,1,6,6406.0,1,B,Gold,45384
Male,Urban,Bachelor,9.6,0,7,,More than 1,A,Platinum,109488
Female,Urban,High School,78.31,0,6,3215.0,More than 1,A,Platinum,66168
Male,Rural,High School,7.57,0,6,2036.0,More than 1,B,Platinum,66456
Male,Urban,High School,8.87,1,2,5707.0,More than 1,A,Platinum,57768
Male,Rural,High School,6.13,1,3,5044.0,More than 1,A,Platinum,62496
Male,,Bachelor,41.75,0,4,4032.0,1,A,Gold,31164
Female,Urban,Bachelor,21.0,1,4,4340.0,More than 1,A,Silver,33936
Male,Urban,High School,6.72,1,6,3949.0,More than 1,A,Gold,150024
Female,Rural,Bachelor,53.24,0,6,2155.0,More than 1,A,Platinum,107844
Male,Urban,Bachelor,2.33,1,5,6521.0,More than 1,A,Platinum,414864
Female,Urban,High School,3.3,1,3,4805.0,1,A,Platinum,33540
Female,Urban,Bachelor,79.9,0,1,4871.0,More than 1,A,Platinum,118500
Female,Urban,High School,9.87,0,6,7431.0,1,A,Silver,35448
Male,Urban,High School,6.1,1,3,6209.0,More than 1,A,Platinum,128424
Female,Urban,Bachelor,6.28,0,7,3486.0,More than 1,A,Silver,75072
Male,,High School,3.69,0,1,5862.0,1,A,Platinum,68736
Female,Rural,Others,8.27,0,1,2041.0,1,,Silver,33876
Male,Rural,High School,7.67,1,7,0.0,1,A,Platinum,64524
Male,Urban,Bachelor,2.02,0,2,3430.0,More than 1,B,Platinum,67416
Male,Urban,High School,9.77,1,4,0.0,More than 1,C,Platinum,99648
Male,Rural,Others,6.71,1,0,4105.0,More than 1,B,Silver,37152
Male,Urban,High School,97.07,1,6,0.0,More than 1,,Silver,47808
Female,Urban,High School,7.45,0,6,4859.0,More than 1,A,Platinum,72036
Female,Rural,High School,8.6,0,4,4121.0,1,A,Gold,92988
Female,Rural,Bachelor,9.6,1,2,2612.0,More than 1,A,Platinum,56904
Female,Urban,Bachelor,,0,3,10130.0,More than 1,A,Gold,65088
Male,Urban,Others,3.91,1,7,4088.0,More than 1,B,Gold,66048
Male,Urban,Bachelor,36.56,1,1,3085.0,More than 1,A,Platinum,62484
Male,Urban,High School,9.18,1,6,3583.0,1,C,Silver,53328
Female,Urban,Bachelor,4.05,1,0,8057.0,More than 1,B,Silver,70764
Female,Urban,Bachelor,9.82,0,5,3742.0,More than 1,A,Platinum,58080
Female,Urban,High School,8.8,1,6,6749.0,More than 1,C,Platinum,100116
Female,,High School,95.61,0,4,7213.0,More than 1,,Platinum,57264
Female,Rural,Bachelor,9.97,1,4,0.0,More than 1,A,Silver,64536
Female,Urban,High School,3.35,1,7,5360.0,More than 1,A,Silver,68304
Male,Urban,High School,,1,6,0.0,More than 1,B,Silver,183720
Female,Urban,Bachelor,3.57,1,7,,1,A,Silver,67464
Male,Urban,High School,2.86,1,4,3930.0,More than 1,B,Platinum,66708
Male,Urban,Bachelor,,1,0,6271.0,1,A,Platinum,32712
Male,Urban,Bachelor,3.34,0,6,3896.0,More than 1,B,Platinum,65028
Female,Urban,Bachelor,2.41,0,6,4835.0,More than 1,A,Platinum,69972
Female,Urban,Bachelor,9.16,0,3,0.0,More than 1,B,Platinum,68136
Male,Rural,Bachelor,28.37,0,2,2248.0,1,B,Gold,30780
Male,Urban,High School,0.44,1,5,7507.0,More than 1,A,Gold,178380
Female,Urban,Bachelor,2.88,0,6,4285.0,More than 1,B,Silver,311724
Female,Urban,Bachelor,5.28,1,5,2831.0,More than 1,A,Platinum,484752
Male,Rural,Bachelor,6.03,1,2,0.0,1,A,Platinum,30792
Male,Urban,High School,9.71,1,2,5409.0,1,A,Platinum,32496
Female,Rural,Bachelor,78.01,0,5,3782.0,More than 1,B,Platinum,59688
Male,Rural,High School,96.1,1,0,,1,A,Platinum,32496
Female,Rural,High School,35.8,1,3,,1,B,Platinum,46080
Male,Urban,High School,6.67,1,8,3749.0,More than 1,A,Platinum,69504
Female,Urban,High School,5.16,0,3,2220.0,More than 1,,Gold,104532
Female,,Bachelor,5.95,1,6,6222.0,More than 1,A,Gold,132492
Female,Urban,Bachelor,9.89,1,1,2668.0,1,A,Gold,45660
Female,Urban,Bachelor,8.57,0,7,9394.0,More than 1,A,Silver,65364
Female,Urban,Others,6.2,0,2,5974.0,More than 1,A,Silver,43872
Female,Urban,High School,2.22,0,8,6526.0,More than 1,B,Platinum,113460
Female,Rural,Bachelor,4.12,0,3,3414.0,More than 1,B,Gold,106896
Male,Rural,Bachelor,7.11,1,4,2696.0,1,A,Platinum,33984
Female,Urban,Bachelor,3.62,1,0,5936.0,More than 1,A,Gold,63744
Female,Urban,High School,5.12,0,1,5578.0,More than 1,A,Platinum,62352
Female,Urban,High School,4.53,1,4,5062.0,More than 1,A,Gold,253776
Female,,High School,8.21,0,2,0.0,More than 1,A,Gold,114876
Male,Urban,High School,7.54,1,6,4109.0,More than 1,,Platinum,269856
Female,,High School,5.97,1,1,2355.0,More than 1,C,Silver,110652
Male,Rural,High School,6.44,1,7,0.0,1,C,Silver,35952
Male,Rural,High School,9.92,0,5,2851.0,More than 1,A,Platinum,100512
Female,,High School,7.09,1,6,4414.0,1,,Silver,32520
Male,Urban,Others,8.73,0,7,4289.0,1,B,Platinum,55884
Male,Rural,Others,8.37,1,1,0.0,1,A,Gold,34644
Male,Urban,High School,6.74,1,2,6866.0,1,A,Silver,32148
Male,Urban,High School,6.1,0,1,6671.0,More than 1,A,Platinum,65184
Male,Urban,Bachelor,,0,4,4267.0,More than 1,B,Silver,243084
Male,Urban,Bachelor,6.1,1,7,5127.0,1,A,Gold,64260
Male,Rural,Bachelor,9.92,1,0,,1,,Platinum,31884
Male,Urban,High School,7.56,1,8,9006.0,More than 1,A,Gold,102516
Female,,High School,6.63,0,6,4215.0,More than 1,B,Platinum,65160
Female,Rural,High School,9.44,0,0,,More than 1,A,Silver,107076
Male,Urban,Bachelor,7.19,1,6,0.0,More than 1,A,Silver,108420
Male,Urban,High School,4.8,1,7,4134.0,More than 1,A,Platinum,66876
Female,Urban,Bachelor,9.98,1,5,0.0,More than 1,B,Platinum,330348
Male,Rural,High School,6.04,1,8,3073.0,1,C,Platinum,30936
Male,Rural,High School,95.95,1,6,0.0,More than 1,A,Gold,102024
Male,Rural,High School,6.29,1,7,0.0,1,B,Silver,31884
Male,Urban,Bachelor,89.07,0,4,4536.0,More than 1,A,Platinum,94260
Male,Urban,High School,,0,5,6199.0,More than 1,A,Platinum,101856
Male,Urban,High School,2.66,1,6,6092.0,More than 1,A,Silver,62232
Male,Urban,Bachelor,4.0,1,7,4296.0,More than 1,B,Platinum,96492
Male,Urban,High School,4.62,0,6,5701.0,1,B,Silver,51684
Female,Urban,Bachelor,7.67,1,4,6933.0,More than 1,A,Gold,62508
Female,Urban,High School,1.7,0,5,5602.0,1,A,Platinum,45384
Female,Urban,Bachelor,32.98,0,6,9365.0,More than 1,A,Platinum,307740
Male,Urban,High School,8.39,0,3,24116.0,More than 1,A,Gold,92688
Male,Urban,High School,3.5,1,5,4823.0,More than 1,A,Gold,314664
Female,Urban,High School,8.02,1,3,5693.0,More than 1,A,Gold,66480
Female,Urban,High School,6.83,1,6,6078.0,More than 1,A,Gold,61368
Male,Rural,High School,9.98,0,7,10883.0,1,A,Platinum,30696
Male,Urban,Bachelor,4.42,0,2,5732.0,More than 1,A,Platinum,214116
Male,Rural,Bachelor,8.04,1,1,4275.0,More than 1,A,Platinum,152016
Male,Urban,High School,3.88,0,8,7423.0,More than 1,A,Platinum,136836
Female,Rural,High School,,0,6,4023.0,More than 1,A,Silver,95448
Female,Urban,Bachelor,,1,5,6148.0,1,A,Silver,57420
Female,Rural,Bachelor,4.54,1,7,6567.0,More than 1,A,Gold,67704
Male,Urban,Bachelor,6.1,1,2,2825.0,1,A,Silver,46944
Male,Rural,Bachelor,7.0,1,8,0.0,More than 1,,Gold,187248
Female,Urban,High School,2.86,0,0,3824.0,More than 1,,Platinum,68448
Male,Urban,High School,3.36,1,3,0.0,1,B,Silver,32196
Female,Urban,High School,6.69,1,7,5973.0,More than 1,A,Platinum,177828
Female,Rural,High School,24.46,0,6,0.0,More than 1,A,Platinum,65508
Male,Rural,Bachelor,69.69,1,3,2660.0,More than 1,A,Gold,63600
Male,,High School,3.94,1,5,3932.0,More than 1,,Silver,282504
Male,Rural,Bachelor,59.93,0,8,0.0,More than 1,A,Platinum,64728
Male,Urban,High School,4.28,0,5,6477.0,1,A,Platinum,36300
Male,Urban,Bachelor,4.37,1,0,6286.0,1,A,Platinum,31596
Male,,High School,9.17,0,5,0.0,1,B,Silver,34476
Male,Urban,Bachelor,8.19,0,0,2481.0,More than 1,A,Silver,63660
Male,Urban,High School,6.22,1,8,3893.0,More than 1,A,Platinum,59868
Male,Urban,Bachelor,2.71,0,6,2192.0,More than 1,B,Silver,32448
Male,Rural,High School,8.83,1,2,0.0,More than 1,A,Silver,29172
Male,Urban,High School,8.77,1,7,0.0,More than 1,A,Platinum,66120
Female,Urban,High School,3.19,0,7,4518.0,More than 1,A,Silver,77784
Male,Urban,High School,6.94,1,2,9900.0,More than 1,A,Platinum,56988
Male,Urban,High School,8.39,0,7,10994.0,More than 1,A,Gold,46044
Male,,High School,6.14,1,5,0.0,1,A,Platinum,31668
Female,Rural,High School,6.76,1,1,5018.0,1,A,Gold,32160
Female,Rural,High School,5.4,1,1,3875.0,More than 1,A,Silver,71160
Male,Rural,High School,9.54,1,8,2164.0,More than 1,A,Platinum,62724
Female,Urban,Bachelor,5.09,0,6,5512.0,More than 1,A,Platinum,437220
Male,,High School,4.15,1,3,2925.0,1,A,Platinum,65112
Male,Urban,High School,97.5,1,5,2468.0,More than 1,A,Silver,56064
Male,Rural,High School,8.82,1,4,0.0,More than 1,B,Platinum,236352
Female,,Bachelor,3.5,1,6,8970.0,More than 1,A,Platinum,67512
Female,Rural,Others,7.5,1,7,0.0,1,A,Gold,32352
Male,Urban,High School,5.33,1,6,6692.0,More than 1,A,Silver,85128
Male,Urban,High School,3.55,0,4,6505.0,More than 1,B,Platinum,64668
Male,Urban,High School,98.23,1,4,2002.0,More than 1,A,Platinum,64824
Female,Rural,Bachelor,5.33,1,4,3929.0,1,B,Silver,36384
Female,,High School,,1,6,3973.0,More than 1,A,Platinum,64464
Male,Urban,Bachelor,6.25,1,6,3317.0,More than 1,C,Platinum,98616
Male,Urban,High School,45.96,1,4,,More than 1,A,Platinum,386616
Male,Rural,Others,9.45,1,5,0.0,1,C,Platinum,30756
Female,,High School,56.17,1,0,5867.0,1,A,Platinum,61524
Female,Rural,High School,72.96,0,6,4207.0,More than 1,B,Platinum,66912
Male,Urban,Bachelor,2.91,1,4,5350.0,More than 1,C,Platinum,288144
Male,Urban,High School,69.75,0,3,2024.0,More than 1,A,Platinum,44424
Female,Urban,High School,4.17,0,6,6209.0,1,A,Platinum,31680
Female,Urban,High School,,1,6,3659.0,More than 1,A,Silver,62880
Male,Urban,High School,8.92,1,8,3302.0,More than 1,A,Gold,60444
Female,Urban,Bachelor,48.4,1,6,2153.0,More than 1,A,Gold,63468
Male,Urban,High School,9.63,0,5,3314.0,More than 1,A,Platinum,65292
Female,Urban,High School,9.96,0,5,2827.0,More than 1,A,Gold,191760
Male,Urban,Bachelor,5.14,1,5,3583.0,More than 1,,Platinum,74592
Male,Urban,High School,,1,4,5912.0,More than 1,A,Platinum,32232
Female,Rural,High School,9.36,1,5,6563.0,More than 1,B,Platinum,315468
Male,Urban,Bachelor,4.16,0,6,8199.0,More than 1,B,Platinum,61104
Male,Rural,High School,40.53,1,1,0.0,1,A,Platinum,65808
Male,Urban,Bachelor,9.52,1,6,0.0,1,A,Platinum,66036
Male,Rural,High School,,0,2,0.0,1,A,Silver,34428
Male,Rural,Bachelor,7.82,1,3,0.0,More than 1,B,Platinum,116568
Female,Urban,High School,3.96,0,4,5031.0,More than 1,A,Silver,247332
Male,Urban,High School,3.09,1,4,5181.0,1,A,Platinum,29784
Male,,High School,6.12,1,5,2216.0,More than 1,A,Gold,56304
Female,Rural,Bachelor,8.18,1,1,0.0,More than 1,A,Gold,102888
Female,Rural,Bachelor,9.58,0,7,3496.0,More than 1,B,Silver,65616
Female,Urban,High School,33.82,1,6,5552.0,More than 1,B,Gold,97296
Male,Urban,High School,,0,3,10438.0,More than 1,A,Platinum,196140
Female,Urban,Bachelor,5.16,0,3,6511.0,1,A,Silver,36012
Male,Rural,Bachelor,8.22,1,1,0.0,1,B,Silver,53712
Male,Urban,High School,0.47,1,7,9123.0,More than 1,A,Platinum,102660
Male,Urban,Bachelor,3.74,1,8,6014.0,More than 1,A,Silver,104604
Female,Urban,High School,3.25,1,6,5639.0,More than 1,A,Platinum,65856
Male,Urban,High School,2.55,1,7,,1,A,Platinum,32292
Male,Urban,Bachelor,,0,7,4191.0,More than 1,B,Platinum,396504
Male,Urban,High School,9.81,1,6,6261.0,More than 1,A,Platinum,392196
Female,Urban,Bachelor,5.11,1,4,10496.0,More than 1,A,Platinum,70332
Male,Urban,Bachelor,9.48,0,3,4132.0,More than 1,,Platinum,64272
Male,Urban,Bachelor,5.63,1,5,0.0,More than 1,A,Platinum,63156
Female,Urban,Bachelor,8.82,0,3,4353.0,1,A,Platinum,62244
Female,Rural,High School,6.83,1,6,0.0,More than 1,A,Platinum,114984
Male,Rural,Bachelor,8.6,1,6,0.0,More than 1,,Platinum,167016
Female,Urban,High School,6.33,1,5,3934.0,More than 1,A,Platinum,221832
Male,Urban,Bachelor,4.89,0,6,3836.0,1,A,Silver,68808
Male,Rural,Bachelor,59.69,1,2,,More than 1,A,Gold,64968
Female,Rural,High School,6.29,1,6,2315.0,More than 1,,Platinum,70728
Male,Urban,Bachelor,5.31,1,3,8569.0,More than 1,B,Platinum,67332
Female,Urban,High School,4.92,0,6,6418.0,More than 1,B,Silver,70164
Male,Rural,Bachelor,8.41,0,7,2023.0,More than 1,A,Silver,55296
Female,Urban,Bachelor,7.75,1,5,2058.0,1,A,Silver,33252
Female,Rural,Bachelor,3.4,0,2,3673.0,More than 1,A,Silver,52080
Female,Urban,Bachelor,8.21,0,6,3514.0,More than 1,A,Platinum,92148
Female,Rural,High School,7.93,1,6,0.0,1,B,Silver,54912
Male,Rural,Others,9.87,1,3,0.0,1,A,Gold,56928
Male,Rural,Others,50.47,0,4,0.0,1,A,Platinum,29820
Male,,Bachelor,5.65,1,6,3458.0,More than 1,A,Platinum,56472
Female,Rural,Bachelor,6.06,1,4,0.0,More than 1,B,Platinum,58248
Female,Rural,High School,6.79,0,2,0.0,More than 1,,Platinum,47808
Male,Urban,High School,,0,3,17319.0,More than 1,A,Silver,98028
Female,Urban,High School,5.91,1,6,8293.0,More than 1,A,Platinum,250212
Male,Urban,Bachelor,7.64,0,2,0.0,1,B,Platinum,31140
Female,Rural,High School,8.19,1,6,0.0,1,A,Platinum,35928
Male,Urban,Bachelor,2.29,1,6,2054.0,1,B,Platinum,62628
Male,Urban,Bachelor,,1,4,6988.0,More than 1,A,Platinum,60888
Female,Rural,High School,7.37,0,0,0.0,1,,Platinum,44064
Male,Urban,High School,7.65,0,2,4173.0,More than 1,A,Platinum,97620
Male,Urban,High School,8.42,1,7,5756.0,More than 1,A,Platinum,62928
Male,Urban,High School,2.65,0,4,6581.0,More than 1,A,Platinum,106296
Female,Rural,Bachelor,8.05,0,8,2432.0,More than 1,A,Platinum,65112
Female,Urban,Bachelor,3.99,1,3,6081.0,More than 1,A,Platinum,58668
Female,Urban,Bachelor,4.88,1,7,2445.0,More than 1,B,Silver,60804
Male,Urban,High School,8.47,1,7,7541.0,1,C,Gold,33588
Male,Urban,High School,4.62,1,8,6744.0,More than 1,B,Platinum,66588
Male,Urban,High School,41.01,1,2,3831.0,1,A,Gold,42372
